attacker_capability,stage_name,node_seq,posture_value_goal_node,posture_value_exfiltrate,posture_value_Launch_Agent,posture_value_Token_Impersonation,prediction_time time,no_of_attacker_reach
4,Stage 3,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Portable_Execution', 'Agent_based_MPB', 'Launch_Agent', 'goal_node']",0.5541,0.9866,0.0299,0.903,0.002971172332763672,6
3,Stage 3,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF', 'Connect_UPF']",0.9607,0.9574,0.9737,0.9406,0.004000425338745117,0
1,Stage 1,"['Remote_access_PB', 'Bypass_Authentication']",0.9802,0.9953,0.9818,0.94,0.004009246826171875,0
4,Stage 3,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Deploy_malware', 'Portable_Execution', 'Agent_based_MPB', 'Launch_Agent', 'goal_node']",0.5286,0.9892,0.1182,0.4525,0.0029997825622558594,7
3,Stage 3,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Deploy_malware', 'Config_PB', 'Token_Impersonation', 'goal_node']",0.8217,0.9803,0.9262,0.0325,0.0029888153076171875,8
1,Stage 1,"['Input_Credentials', 'Authentication']",0.9815,0.9956,0.983,0.9442,0.005028963088989258,0
4,Stage 3,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF', 'Connect_UPF', 'Create_GTP', 'Connect_UE']",0.9607,0.9574,0.9737,0.9406,0.004000186920166016,0
4,Stage 3,"['Input_Credentials', 'Authentication', 'Access_Server', 'Query_SMF', 'Deploy_malware', 'Portable_Execution', 'Agent_based_MPB', 'Launch_Agent', 'goal_node']",0.5286,0.9892,0.1182,0.4525,0.0040035247802734375,9
3,Stage 2,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Deploy_malware', 'Portable_Execution', 'Agent_based_MPB']",0.6863,0.9925,0.412,0.4839,0.00400233268737793,0
2,Stage 1,"['Input_Credentials', 'Authentication', 'Access_Server']",0.9714,0.9932,0.9737,0.9135,0.003998994827270508,0
