attacker_capability,stage_name,node_seq,posture_value_goal_node,posture_value_exfiltrate,posture_value_Launch_Agent,posture_value_Token_Impersonation,prediction_time time,no_of_attacker_reach
1,Stage 1,"['Logon_PB', 'Bypass_Authentication']",0.9804,0.9954,0.9815,0.9414,0.003998517990112305,0
1,Stage 1,['Logon_PB'],0.9849,0.9965,0.9857,0.9548,0.003998279571533203,0
1,Stage 1,"['Logon_PB', 'Bypass_Authentication']",0.9804,0.9954,0.9815,0.9414,0.0039997100830078125,0
1,Stage 1,['Input_Credentials'],0.9845,0.9964,0.9853,0.9537,0.004998445510864258,0
1,Stage 1,['Logon_PB'],0.9849,0.9965,0.9857,0.9548,0.003999233245849609,0
1,Stage 1,['Logon_PB'],0.9849,0.9965,0.9857,0.9548,0.003998517990112305,0
1,Stage 1,['Input_Credentials'],0.9845,0.9964,0.9853,0.9537,0.003998279571533203,0
1,Stage 1,['Logon_PB'],0.9849,0.9965,0.9857,0.9548,0.00400090217590332,0
1,Stage 1,['Remote_access_PB'],0.9849,0.9965,0.9857,0.9549,0.004001140594482422,0
2,Stage 1,"['Logon_PB', 'Bypass_Authentication', 'Access_Server']",0.9722,0.9936,0.9738,0.9171,0.003996372222900391,0
2,Stage 2,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF']",0.9701,0.9887,0.9738,0.9171,0.003998517990112305,0
1,Stage 1,['Input_Credentials'],0.9845,0.9964,0.9853,0.9537,0.004002094268798828,0
1,Stage 1,['Input_Credentials'],0.9845,0.9964,0.9853,0.9537,0.004999876022338867,0
1,Stage 1,['Logon_PB'],0.9849,0.9965,0.9857,0.9548,0.004029989242553711,0
1,Stage 1,['Logon_PB'],0.9849,0.9965,0.9857,0.9548,0.003998994827270508,0
2,Stage 2,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF']",0.9701,0.9887,0.9738,0.9171,0.0040280818939208984,0
1,Stage 1,"['Input_Credentials', 'Authentication']",0.9826,0.996,0.9836,0.9481,0.0039975643157958984,0
3,Stage 3,"['Input_Credentials', 'Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF']",0.9684,0.9745,0.9738,0.9431,0.004000663757324219,0
1,Stage 1,"['Remote_access_PB', 'Bypass_Authentication']",0.9804,0.9954,0.9815,0.9414,0.004001140594482422,0
1,Stage 1,"['Logon_PB', 'Bypass_Authentication']",0.9804,0.9954,0.9815,0.9414,0.003997802734375,0
1,Stage 1,['Logon_PB'],0.9849,0.9965,0.9857,0.9548,0.004000663757324219,0
2,Stage 2,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF']",0.9701,0.9887,0.9738,0.9171,0.003999471664428711,0
2,Stage 2,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Deploy_malware']",0.9014,0.9929,0.9738,0.4878,0.004029750823974609,0
3,Stage 2,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Deploy_malware', 'Config_PB']",0.8696,0.9927,0.9738,0.2948,0.004000186920166016,0
