attacker_capability,stage_name,node_seq,posture_value_goal_node,posture_value_exfiltrate,posture_value_Launch_Agent,posture_value_Token_Impersonation,prediction_time time,no_of_attacker_reach
1,Stage 1,"['Remote_access_PB', 'Bypass_Authentication']",0.9105,0.9369,0.9342,0.8686,0.003999471664428711,0
,Stage 3,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Deploy_malware', 'Config_PB', 'Token_Impersonation', 'goal_node']",0.7832,0.8528,0.8438,0.124,0.004002094268798828,1
4,Stage 3,"['Input_Credentials', 'Authentication', 'SystemUseNotPB', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF', 'Connect_UPF', 'Create_GTP', 'Connect_UE']",0.9082,0.9214,0.9323,0.9004,0.003000020980834961,0
2,Stage 1,"['Logon_PB', 'Bypass_Authentication', 'Access_Server']",0.908,0.9365,0.9323,0.8576,0.004000186920166016,0
1,Stage 1,"['Input_Credentials', 'Authentication']",0.9117,0.9371,0.9351,0.8736,0.003999948501586914,0
,Stage 3,"['Input_Credentials', 'Authentication', 'SystemUseNotPB', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF']",0.9112,0.9288,0.9323,0.9004,0.003999233245849609,0
,Stage 3,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Portable_Execution', 'Agent_based_MPB', 'Launch_Agent']",0.5433,0.9365,0.4127,0.8576,0.0039997100830078125,0
4,Stage 3,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF', 'Connect_UPF', 'Create_GTP', 'Connect_UE']",0.9082,0.9214,0.9323,0.9004,0.004037618637084961,0
1,Stage 1,['Input_Credentials'],0.9125,0.9372,0.9357,0.877,0.003998756408691406,0
1,Stage 1,['Remote_access_PB'],0.9118,0.9371,0.9352,0.8741,0.004000663757324219,0
1,Stage 1,"['Logon_PB', 'Bypass_Authentication']",0.9105,0.9369,0.9342,0.8686,0.004029035568237305,0
,Stage 2,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF']",0.9074,0.935,0.9323,0.8576,0.004000186920166016,0
,Stage 1,"['Input_Credentials', 'Authentication', 'SystemUseNotPB', 'Access_Server']",0.908,0.9365,0.9323,0.8576,0.004000663757324219,0
1,Stage 1,['Remote_access_PB'],0.9118,0.9371,0.9352,0.8741,0.004027843475341797,0
4,Stage 3,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_PCF', 'Connect_UPF', 'Create_GTP', 'Connect_UE']",0.9082,0.9214,0.9323,0.9004,0.0039708614349365234,0
,Stage 3,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_NEF']",0.9116,0.93,0.9323,0.9004,0.003998994827270508,0
1,Stage 1,"['Input_Credentials', 'Authentication']",0.9117,0.9371,0.9351,0.8736,0.004000186920166016,0
1,Stage 1,['Logon_PB'],0.9118,0.9371,0.9352,0.8739,0.004997968673706055,0
,Stage 1,"['Input_Credentials', 'Authentication', 'SystemUseNotPB', 'Access_Server']",0.908,0.9365,0.9323,0.8576,0.003999948501586914,0
1,Stage 1,['Input_Credentials'],0.9125,0.9372,0.9357,0.877,0.003998994827270508,0
,Stage 2,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Portable_Execution']",0.78,0.9365,0.605,0.8576,0.002998828887939453,0
,Stage 2,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Deploy_malware']",0.8533,0.9363,0.9323,0.4818,0.00400090217590332,0
1,Stage 1,"['Logon_PB', 'Bypass_Authentication']",0.9105,0.9369,0.9342,0.8686,0.0039997100830078125,0
,Stage 2,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF']",0.9074,0.935,0.9323,0.8576,0.004029512405395508,0
1,Stage 1,['Remote_access_PB'],0.9118,0.9371,0.9352,0.8741,0.0040285587310791016,0
1,Stage 1,"['Remote_access_PB', 'Bypass_Authentication']",0.9105,0.9369,0.9342,0.8686,0.004999876022338867,0
3,Stage 2,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF']",0.913,0.9334,0.9323,0.9004,0.003997802734375,0
1,Stage 1,"['Input_Credentials', 'Authentication']",0.9117,0.9371,0.9351,0.8736,0.004000186920166016,0
,Stage 3,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_PCF']",0.9116,0.9299,0.9323,0.9004,0.003998994827270508,0
4,Stage 3,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF', 'Connect_UPF', 'Create_GTP', 'Connect_UE']",0.9082,0.9214,0.9323,0.9004,0.0029993057250976562,0
,Stage 3,"['Input_Credentials', 'Authentication', 'SystemUseNotPB', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF']",0.9112,0.9288,0.9323,0.9004,0.003000974655151367,0
4,Stage 3,"['Input_Credentials', 'Authentication', 'SystemUseNotPB', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_PCF', 'Connect_UPF', 'Create_GTP', 'Connect_UE']",0.9082,0.9214,0.9323,0.9004,0.0029993057250976562,0
1,Stage 1,"['Logon_PB', 'Bypass_Authentication']",0.9105,0.9369,0.9342,0.8686,0.004001140594482422,0
1,Stage 1,"['Logon_PB', 'Bypass_Authentication']",0.9105,0.9369,0.9342,0.8686,0.005000591278076172,0
1,Stage 1,"['Remote_access_PB', 'Bypass_Authentication']",0.9105,0.9369,0.9342,0.8686,0.004000425338745117,0
4,Stage 3,"['Input_Credentials', 'Authentication', 'SystemUseNotPB', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_PCF', 'Connect_UPF']",0.9082,0.9214,0.9323,0.9004,0.002999544143676758,0
1,Stage 1,"['Remote_access_PB', 'Bypass_Authentication']",0.9105,0.9369,0.9342,0.8686,0.003999471664428711,0
1,Stage 1,['Input_Credentials'],0.9125,0.9372,0.9357,0.877,0.003999471664428711,0
1,Stage 1,"['Remote_access_PB', 'Bypass_Authentication']",0.9105,0.9369,0.9342,0.8686,0.0039997100830078125,0
,Stage 2,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF']",0.9074,0.935,0.9323,0.8576,0.0039997100830078125,0
,Stage 3,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF']",0.9112,0.9288,0.9323,0.9004,0.004000186920166016,0
,Stage 2,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF']",0.9074,0.935,0.9323,0.8576,0.003999948501586914,0
1,Stage 1,['Remote_access_PB'],0.9118,0.9371,0.9352,0.8741,0.003998994827270508,0
,Stage 2,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF']",0.9074,0.935,0.9323,0.8576,0.0040302276611328125,0
,Stage 3,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Deploy_malware', 'Config_PB', 'Token_Impersonation', 'goal_node']",0.7832,0.8528,0.8438,0.124,0.003997325897216797,2
2,Stage 1,"['Input_Credentials', 'Authentication', 'SystemUseNotPB']",0.9105,0.9369,0.9342,0.8686,0.003999233245849609,0
1,Stage 1,['Logon_PB'],0.9118,0.9371,0.9352,0.8739,0.0039997100830078125,0
4,Stage 3,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF', 'Connect_UPF', 'Create_GTP']",0.9082,0.9214,0.9323,0.9004,0.003999948501586914,0
1,Stage 1,"['Remote_access_PB', 'Bypass_Authentication']",0.9105,0.9369,0.9342,0.8686,0.00400233268737793,0
,Stage 2,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF']",0.9074,0.935,0.9323,0.8576,0.004001140594482422,0
,Stage 3,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_PCF']",0.9116,0.9299,0.9323,0.9004,0.004000663757324219,0
2,Stage 1,"['Input_Credentials', 'Authentication', 'SystemUseNotPB']",0.9105,0.9369,0.9342,0.8686,0.003998994827270508,0
,Stage 3,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Portable_Execution', 'Agent_based_MPB', 'Launch_Agent', 'goal_node']",0.5433,0.9304,0.0916,0.8441,0.004000186920166016,3
,Stage 3,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Portable_Execution', 'Agent_based_MPB', 'Launch_Agent', 'goal_node']",0.5433,0.9304,0.0916,0.8441,0.004000186920166016,4
2,Stage 1,"['Input_Credentials', 'Authentication', 'SystemUseNotPB']",0.9105,0.9369,0.9342,0.8686,0.004029273986816406,0
4,Stage 3,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF', 'Connect_UPF', 'Create_GTP', 'Connect_UE']",0.9082,0.9214,0.9323,0.9004,0.0040094852447509766,0
1,Stage 1,['Remote_access_PB'],0.9118,0.9371,0.9352,0.8741,0.004029035568237305,0
3,Stage 2,"['Input_Credentials', 'Authentication', 'SystemUseNotPB', 'Access_Server', 'Portable_Execution']",0.78,0.9365,0.605,0.8576,0.0030281543731689453,0
4,Stage 3,"['Input_Credentials', 'Authentication', 'SystemUseNotPB', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF', 'Connect_UPF']",0.9082,0.9214,0.9323,0.9004,0.003999471664428711,0
1,Stage 1,['Logon_PB'],0.9118,0.9371,0.9352,0.8739,0.00400090217590332,0
1,Stage 1,"['Input_Credentials', 'Authentication']",0.9117,0.9371,0.9351,0.8736,0.003995180130004883,0
1,Stage 1,['Remote_access_PB'],0.9118,0.9371,0.9352,0.8741,0.004970550537109375,0
,Stage 3,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF']",0.9112,0.9288,0.9323,0.9004,0.0039997100830078125,0
1,Stage 1,['Remote_access_PB'],0.9118,0.9371,0.9352,0.8741,0.004000663757324219,0
4,Stage 3,"['Input_Credentials', 'Authentication', 'SystemUseNotPB', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_PCF', 'Connect_UPF']",0.9082,0.9214,0.9323,0.9004,0.0030002593994140625,0
1,Stage 1,"['Input_Credentials', 'Authentication']",0.9117,0.9371,0.9351,0.8736,0.004027128219604492,0
,Stage 3,"['Input_Credentials', 'Authentication', 'SystemUseNotPB', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF']",0.9112,0.9288,0.9323,0.9004,0.003969669342041016,0
,Stage 2,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF']",0.9074,0.935,0.9323,0.8576,0.003029346466064453,0
4,Stage 3,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF', 'Connect_UPF', 'Create_GTP', 'Connect_UE']",0.9082,0.9214,0.9323,0.9004,0.0030298233032226562,0
,Stage 3,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF']",0.9112,0.9288,0.9323,0.9004,0.003997325897216797,0
,Stage 3,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF']",0.9112,0.9288,0.9323,0.9004,0.0029993057250976562,0
1,Stage 1,['Input_Credentials'],0.9125,0.9372,0.9357,0.877,0.0039675235748291016,0
1,Stage 1,['Input_Credentials'],0.9125,0.9372,0.9357,0.877,0.003996372222900391,0
1,Stage 1,['Logon_PB'],0.9118,0.9371,0.9352,0.8739,0.0039997100830078125,0
1,Stage 1,"['Input_Credentials', 'Authentication']",0.9117,0.9371,0.9351,0.8736,0.003999471664428711,0
1,Stage 1,['Remote_access_PB'],0.9118,0.9371,0.9352,0.8741,0.003998517990112305,0
,Stage 2,"['Input_Credentials', 'Authentication', 'SystemUseNotPB', 'Access_Server', 'Deploy_malware', 'Config_PB', 'Token_Impersonation']",0.7832,0.9362,0.9323,0.3009,0.003999948501586914,0
1,Stage 1,"['Logon_PB', 'Bypass_Authentication']",0.9105,0.9369,0.9342,0.8686,0.003999948501586914,0
,Stage 3,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF']",0.9112,0.9288,0.9323,0.9004,0.004034519195556641,0
4,Stage 3,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF', 'Connect_UPF', 'Create_GTP', 'Connect_UE']",0.9082,0.9214,0.9323,0.9004,0.003996849060058594,0
3,Stage 2,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF']",0.913,0.9334,0.9323,0.9004,0.004029750823974609,0
1,Stage 1,['Input_Credentials'],0.9125,0.9372,0.9357,0.877,0.003971099853515625,0
1,Stage 1,['Remote_access_PB'],0.9118,0.9371,0.9352,0.8741,0.003998517990112305,0
1,Stage 1,"['Remote_access_PB', 'Bypass_Authentication']",0.9105,0.9369,0.9342,0.8686,0.0039997100830078125,0
1,Stage 1,"['Remote_access_PB', 'Bypass_Authentication']",0.9105,0.9369,0.9342,0.8686,0.004000425338745117,0
4,Stage 3,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Deploy_malware', 'Config_PB', 'Token_Impersonation', 'Connect_NRF', 'Connect_SMF', 'Connect_UPF', 'Create_GTP']",0.7787,0.9214,0.9323,0.2766,0.004000425338745117,0
1,Stage 1,['Logon_PB'],0.9118,0.9371,0.9352,0.8739,0.003999471664428711,0
3,Stage 2,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Deploy_malware', 'Config_PB']",0.827,0.9363,0.9323,0.3009,0.0029990673065185547,0
1,Stage 1,"['Remote_access_PB', 'Bypass_Authentication']",0.9105,0.9369,0.9342,0.8686,0.0049991607666015625,0
4,Stage 3,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF', 'Connect_UPF', 'Create_GTP', 'Connect_UE']",0.9082,0.9214,0.9323,0.9004,0.005000591278076172,0
2,Stage 1,"['Input_Credentials', 'Authentication', 'SystemUseNotPB']",0.9105,0.9369,0.9342,0.8686,0.003999233245849609,0
1,Stage 1,"['Logon_PB', 'Bypass_Authentication']",0.9105,0.9369,0.9342,0.8686,0.004999876022338867,0
,Stage 2,"['Input_Credentials', 'Authentication', 'SystemUseNotPB', 'Access_Server', 'Query_SMF', 'Connect_NRF']",0.913,0.9334,0.9323,0.9004,0.00400090217590332,0
,Stage 2,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF']",0.9074,0.935,0.9323,0.8576,0.003999233245849609,0
1,Stage 1,"['Logon_PB', 'Bypass_Authentication']",0.9105,0.9369,0.9342,0.8686,0.00400090217590332,0
2,Stage 1,"['Input_Credentials', 'Authentication', 'SystemUseNotPB']",0.9105,0.9369,0.9342,0.8686,0.003999471664428711,0
,Stage 3,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF', 'Connect_UPF']",0.9082,0.9214,0.9323,0.9004,0.0039997100830078125,0
,Stage 3,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Portable_Execution', 'Agent_based_MPB', 'Launch_Agent', 'goal_node']",0.5433,0.9304,0.0916,0.8441,0.003999948501586914,5
,Stage 2,"['Input_Credentials', 'Authentication', 'SystemUseNotPB', 'Access_Server', 'Query_SMF', 'Connect_NRF']",0.913,0.9334,0.9323,0.9004,0.003998756408691406,0
2,Stage 1,"['Input_Credentials', 'Authentication', 'SystemUseNotPB']",0.9105,0.9369,0.9342,0.8686,0.004000186920166016,0
1,Stage 1,['Logon_PB'],0.9118,0.9371,0.9352,0.8739,0.004998445510864258,0
4,Stage 3,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_PCF', 'Connect_UPF', 'Create_GTP', 'Connect_UE']",0.9082,0.9214,0.9323,0.9004,0.003999471664428711,0
,Stage 2,"['Input_Credentials', 'Authentication', 'SystemUseNotPB', 'Access_Server', 'Query_SMF', 'Connect_NRF']",0.913,0.9334,0.9323,0.9004,0.003999233245849609,0
4,Stage 3,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Deploy_malware', 'Config_PB', 'Token_Impersonation', 'Connect_NRF', 'Connect_SMF']",0.781,0.9288,0.9323,0.2766,0.003998517990112305,0
,Stage 2,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Deploy_malware']",0.8533,0.9363,0.9323,0.4818,0.0039975643157958984,0
1,Stage 1,"['Logon_PB', 'Bypass_Authentication']",0.9105,0.9369,0.9342,0.8686,0.004032135009765625,0
4,Stage 3,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF', 'Connect_UPF', 'Create_GTP', 'Connect_UE']",0.9082,0.9214,0.9323,0.9004,0.003999233245849609,0
,Stage 3,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF', 'Connect_UPF']",0.9082,0.9214,0.9323,0.9004,0.002998828887939453,0
,Stage 2,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF']",0.9074,0.935,0.9323,0.8576,0.003999471664428711,0
4,Stage 3,"['Input_Credentials', 'Authentication', 'SystemUseNotPB', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF', 'Connect_UPF', 'Create_GTP', 'Connect_UE']",0.9082,0.9214,0.9323,0.9004,0.003998756408691406,0
4,Stage 3,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Deploy_malware', 'Config_PB', 'Token_Impersonation', 'Connect_NRF', 'Connect_NEF', 'Connect_UPF', 'Create_GTP', 'Connect_UE']",0.7787,0.9214,0.9323,0.2766,0.002998828887939453,0
1,Stage 1,['Input_Credentials'],0.9125,0.9372,0.9357,0.877,0.005000591278076172,0
,Stage 3,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF']",0.9112,0.9288,0.9323,0.9004,0.004000425338745117,0
4,Stage 3,"['Input_Credentials', 'Authentication', 'SystemUseNotPB', 'Access_Server', 'Portable_Execution', 'Agent_based_MPB', 'Launch_Agent', 'goal_node']",0.5433,0.9304,0.0916,0.8441,0.004000186920166016,6
2,Stage 1,"['Input_Credentials', 'Authentication', 'SystemUseNotPB']",0.9105,0.9369,0.9342,0.8686,0.004000663757324219,0
,Stage 2,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Portable_Execution']",0.78,0.9365,0.605,0.8576,0.004000425338745117,0
1,Stage 1,"['Input_Credentials', 'Authentication']",0.9117,0.9371,0.9351,0.8736,0.003999948501586914,0
2,Stage 1,"['Input_Credentials', 'Authentication', 'SystemUseNotPB']",0.9105,0.9369,0.9342,0.8686,0.004028797149658203,0
1,Stage 1,"['Logon_PB', 'Bypass_Authentication']",0.9105,0.9369,0.9342,0.8686,0.004029035568237305,0
,Stage 3,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF']",0.9112,0.9288,0.9323,0.9004,0.004000186920166016,0
,Stage 2,"['Logon_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF']",0.9074,0.935,0.9323,0.8576,0.004000186920166016,0
1,Stage 1,"['Remote_access_PB', 'Bypass_Authentication']",0.9105,0.9369,0.9342,0.8686,0.0040018558502197266,0
,Stage 2,"['Remote_access_PB', 'Bypass_Authentication', 'Access_Server', 'Query_SMF']",0.9074,0.935,0.9323,0.8576,0.002998828887939453,0
3,Stage 2,"['Input_Credentials', 'Authentication', 'SystemUseNotPB', 'Access_Server', 'Deploy_malware']",0.8533,0.9363,0.9323,0.4818,0.003999948501586914,0
4,Stage 3,"['Input_Credentials', 'Authentication', 'SystemUseNotPB', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF', 'Connect_UPF', 'Connect_C2']",0.7815,0.6022,0.9323,0.9004,0.003999233245849609,0
1,Stage 1,['Remote_access_PB'],0.9118,0.9371,0.9352,0.8741,0.003998756408691406,0
1,Stage 1,['Remote_access_PB'],0.9118,0.9371,0.9352,0.8741,0.003999948501586914,0
4,Stage 3,"['Input_Credentials', 'Authentication', 'SystemUseNotPB', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_SMF', 'Connect_UPF', 'Create_GTP']",0.9082,0.9214,0.9323,0.9004,0.003999233245849609,0
1,Stage 1,['Input_Credentials'],0.9125,0.9372,0.9357,0.877,0.004030466079711914,0
1,Stage 1,['Remote_access_PB'],0.9118,0.9371,0.9352,0.8741,0.0039713382720947266,0
4,Stage 3,"['Input_Credentials', 'Authentication', 'SystemUseNotPB', 'Access_Server', 'Query_SMF', 'Connect_NRF', 'Connect_PCF', 'Connect_UPF', 'Create_GTP', 'Connect_UE']",0.9082,0.9214,0.9323,0.9004,0.003000020980834961,0
