NAMESPACE       LAST SEEN   TYPE      REASON                 OBJECT                                                                                   MESSAGE
trivy-system    22m         Warning   FailedScheduling       pod/scan-vulnerabilityreport-7c9ddd97bf-fg65z                                            skip schedule deleting pod: trivy-system/scan-vulnerabilityreport-7c9ddd97bf-fg65z
kubescape       38m         Warning   FailedScheduling       pod/kubescape-exporter-29595735-wbn76                                                    0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
kubescape       6m5s        Warning   FailedScheduling       pod/kubescape-exporter-29595735-wbn76                                                    0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
trivy-system    26m         Warning   FailedScheduling       pod/scan-vulnerabilityreport-7c9ddd97bf-fg65z                                            0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
kubescape       33m         Warning   FailedScheduling       pod/kubescape-exporter-29595740-2n28f                                                    0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
kubescape       6m5s        Warning   FailedScheduling       pod/kubescape-exporter-29595740-2n28f                                                    0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
trivy-system    32m         Warning   FailedScheduling       pod/scan-vulnerabilityreport-7c9ddd97bf-fg65z                                            0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
kubescape       28m         Warning   FailedScheduling       pod/kubescape-exporter-29595745-pr6js                                                    0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
kubescape       6m5s        Warning   FailedScheduling       pod/kubescape-exporter-29595745-pr6js                                                    0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
trivy-system    2m30s       Warning   FailedScheduling       pod/scan-vulnerabilityreport-7bf46c5ff8-pfj67                                            0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
kubescape       23m         Warning   FailedScheduling       pod/kubescape-exporter-29595750-l9s8r                                                    0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
kubescape       6m5s        Warning   FailedScheduling       pod/kubescape-exporter-29595750-l9s8r                                                    0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
trivy-system    32m         Warning   FailedScheduling       pod/scan-vulnerabilityreport-77f7dd7f54-tm62v                                            skip schedule deleting pod: trivy-system/scan-vulnerabilityreport-77f7dd7f54-tm62v
kubescape       18m         Warning   FailedScheduling       pod/kubescape-exporter-29595755-knrdh                                                    0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
kubescape       6m5s        Warning   FailedScheduling       pod/kubescape-exporter-29595755-knrdh                                                    0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
trivy-system    36m         Warning   FailedScheduling       pod/scan-vulnerabilityreport-77f7dd7f54-tm62v                                            0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
kubescape       13m         Warning   FailedScheduling       pod/kubescape-exporter-29595760-l76ch                                                    0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
kubescape       6m5s        Warning   FailedScheduling       pod/kubescape-exporter-29595760-l76ch                                                    0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
trivy-system    42m         Warning   FailedScheduling       pod/scan-vulnerabilityreport-77f7dd7f54-tm62v                                            0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
kubescape       8m55s       Warning   FailedScheduling       pod/kubescape-exporter-29595765-bb4zs                                                    0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
kubescape       63s         Warning   FailedScheduling       pod/kubescape-exporter-29595765-bb4zs                                                    0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
trivy-system    32m         Warning   FailedScheduling       pod/scan-vulnerabilityreport-77f79dcdbf-zvkv2                                            skip schedule deleting pod: trivy-system/scan-vulnerabilityreport-77f79dcdbf-zvkv2
kubescape       3m53s       Warning   FailedScheduling       pod/kubescape-exporter-29595770-jpxs9                                                    0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
trivy-system    36m         Warning   FailedScheduling       pod/scan-vulnerabilityreport-77f79dcdbf-zvkv2                                            0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
trivy-system    42m         Warning   FailedScheduling       pod/scan-vulnerabilityreport-77f79dcdbf-zvkv2                                            0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
kubescape       6m5s        Warning   FailedScheduling       pod/kubevuln-58b477c895-25bfr                                                            0/3 nodes are available: 1 Insufficient cpu, 1 Insufficient memory, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
trivy-system    12m         Warning   FailedScheduling       pod/scan-vulnerabilityreport-74b9cf67dd-llgpd                                            skip schedule deleting pod: trivy-system/scan-vulnerabilityreport-74b9cf67dd-llgpd
trivy-system    16m         Warning   FailedScheduling       pod/scan-vulnerabilityreport-74b9cf67dd-llgpd                                            0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
trivy-system    22m         Warning   FailedScheduling       pod/scan-vulnerabilityreport-74b9cf67dd-llgpd                                            0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
trivy-system    42m         Warning   FailedScheduling       pod/scan-vulnerabilityreport-67c5cf994-lgwts                                             skip schedule deleting pod: trivy-system/scan-vulnerabilityreport-67c5cf994-lgwts
trivy-system    46m         Warning   FailedScheduling       pod/scan-vulnerabilityreport-67c5cf994-lgwts                                             0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
logging         53m         Normal    Scheduled              pod/trivy-elk-exporter-29595720-shrgc                                                    Successfully assigned logging/trivy-elk-exporter-29595720-shrgc to k8s-node-1
trivy-system    52m         Warning   FailedScheduling       pod/scan-vulnerabilityreport-67c5cf994-lgwts                                             0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
trivy-system    2m32s       Warning   FailedScheduling       pod/scan-vulnerabilityreport-666f6856cf-5kh2z                                            0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
trivy-system    22m         Warning   FailedScheduling       pod/scan-vulnerabilityreport-654f4f6d7f-g2t88                                            skip schedule deleting pod: trivy-system/scan-vulnerabilityreport-654f4f6d7f-g2t88
trivy-system    26m         Warning   FailedScheduling       pod/scan-vulnerabilityreport-654f4f6d7f-g2t88                                            0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
trivy-system    32m         Warning   FailedScheduling       pod/scan-vulnerabilityreport-654f4f6d7f-g2t88                                            0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
trivy-system    42m         Warning   FailedScheduling       pod/scan-vulnerabilityreport-649c4d6ddb-b7n8q                                            skip schedule deleting pod: trivy-system/scan-vulnerabilityreport-649c4d6ddb-b7n8q
trivy-system    46m         Warning   FailedScheduling       pod/scan-vulnerabilityreport-649c4d6ddb-b7n8q                                            0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
trivy-system    52m         Warning   FailedScheduling       pod/scan-vulnerabilityreport-649c4d6ddb-b7n8q                                            0/3 nodes are available: 1 Insufficient cpu, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 1 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling..
logging         43m         Normal    Scheduled              pod/trivy-elk-exporter-29595730-qt457                                                    Successfully assigned logging/trivy-elk-exporter-29595730-qt457 to k8s-node-1
trivy-system    4m36s       Warning   FailedScheduling       pod/node-collector-694c47444-xsrd6                                                       0/3 nodes are available: 1 node(s) didn't match Pod's node affinity/selector, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 3 Preemption is not helpful for scheduling..
trivy-system    25m         Warning   FailedScheduling       pod/node-collector-694c47444-t4t5p                                                       skip schedule deleting pod: trivy-system/node-collector-694c47444-t4t5p
trivy-system    30m         Warning   FailedScheduling       pod/node-collector-694c47444-t4t5p                                                       0/3 nodes are available: 1 node(s) didn't match Pod's node affinity/selector, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 3 Preemption is not helpful for scheduling..
trivy-system    35m         Warning   FailedScheduling       pod/node-collector-694c47444-t4t5p                                                       0/3 nodes are available: 1 node(s) didn't match Pod's node affinity/selector, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 3 Preemption is not helpful for scheduling..
trivy-system    56m         Warning   FailedScheduling       pod/node-collector-694c47444-hsdhh                                                       skip schedule deleting pod: trivy-system/node-collector-694c47444-hsdhh
trivy-system    4m53s       Warning   FailedScheduling       pod/node-collector-694c47444-gmn9v                                                       skip schedule deleting pod: trivy-system/node-collector-694c47444-gmn9v
trivy-system    9m33s       Warning   FailedScheduling       pod/node-collector-694c47444-gmn9v                                                       0/3 nodes are available: 1 node(s) didn't match Pod's node affinity/selector, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 3 Preemption is not helpful for scheduling..
trivy-system    14m         Warning   FailedScheduling       pod/node-collector-694c47444-gmn9v                                                       0/3 nodes are available: 1 node(s) didn't match Pod's node affinity/selector, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 3 Preemption is not helpful for scheduling..
logging         33m         Normal    Scheduled              pod/trivy-elk-exporter-29595740-d8nx7                                                    Successfully assigned logging/trivy-elk-exporter-29595740-d8nx7 to k8s-node-1
trivy-system    15m         Warning   FailedScheduling       pod/node-collector-694c47444-c82fq                                                       skip schedule deleting pod: trivy-system/node-collector-694c47444-c82fq
trivy-system    20m         Warning   FailedScheduling       pod/node-collector-694c47444-c82fq                                                       0/3 nodes are available: 1 node(s) didn't match Pod's node affinity/selector, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 3 Preemption is not helpful for scheduling..
trivy-system    25m         Warning   FailedScheduling       pod/node-collector-694c47444-c82fq                                                       0/3 nodes are available: 1 node(s) didn't match Pod's node affinity/selector, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 3 Preemption is not helpful for scheduling..
trivy-system    35m         Warning   FailedScheduling       pod/node-collector-694c47444-4hqw6                                                       skip schedule deleting pod: trivy-system/node-collector-694c47444-4hqw6
trivy-system    40m         Warning   FailedScheduling       pod/node-collector-694c47444-4hqw6                                                       0/3 nodes are available: 1 node(s) didn't match Pod's node affinity/selector, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 3 Preemption is not helpful for scheduling..
trivy-system    45m         Warning   FailedScheduling       pod/node-collector-694c47444-4hqw6                                                       0/3 nodes are available: 1 node(s) didn't match Pod's node affinity/selector, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 3 Preemption is not helpful for scheduling..
trivy-system    45m         Warning   FailedScheduling       pod/node-collector-694c47444-227fd                                                       skip schedule deleting pod: trivy-system/node-collector-694c47444-227fd
trivy-system    50m         Warning   FailedScheduling       pod/node-collector-694c47444-227fd                                                       0/3 nodes are available: 1 node(s) didn't match Pod's node affinity/selector, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 3 Preemption is not helpful for scheduling..
logging         23m         Normal    Scheduled              pod/trivy-elk-exporter-29595750-m82sq                                                    Successfully assigned logging/trivy-elk-exporter-29595750-m82sq to k8s-node-1
trivy-system    55m         Warning   FailedScheduling       pod/node-collector-694c47444-227fd                                                       0/3 nodes are available: 1 node(s) didn't match Pod's node affinity/selector, 1 node(s) had untolerated taint {node-role.kubernetes.io/control-plane: }, 1 node(s) had untolerated taint {node.kubernetes.io/unreachable: }. preemption: 0/3 nodes are available: 3 Preemption is not helpful for scheduling..
logging         3m53s       Normal    Scheduled              pod/trivy-elk-exporter-29595770-6vftz                                                    Successfully assigned logging/trivy-elk-exporter-29595770-6vftz to k8s-node-1
logging         13m         Normal    Scheduled              pod/trivy-elk-exporter-29595760-nhsl9                                                    Successfully assigned logging/trivy-elk-exporter-29595760-nhsl9 to k8s-node-1
kubescape       58m         Normal    SuccessfulCreate       job/kubescape-exporter-29595715                                                          Created pod: kubescape-exporter-29595715-t8rcl
logging         58m         Warning   BackOff                pod/trivy-elk-exporter-29595710-l4xkf                                                    Back-off restarting failed container exporter in pod trivy-elk-exporter-29595710-l4xkf_logging(a2c24795-c470-4751-8358-2f58342264f7)
logging         56m         Normal    SuccessfulDelete       job/trivy-elk-exporter-29595710                                                          Deleted pod: trivy-elk-exporter-29595710-l4xkf
logging         56m         Warning   BackoffLimitExceeded   job/trivy-elk-exporter-29595710                                                          Job has reached the specified backoff limit
logging         56m         Normal    SuccessfulDelete       cronjob/trivy-elk-exporter                                                               Deleted job trivy-elk-exporter-29595680
logging         56m         Normal    SawCompletedJob        cronjob/trivy-elk-exporter                                                               Saw completed job: trivy-elk-exporter-29595710, status: Failed
trivy-system    56m         Warning   DeadlineExceeded       job/node-collector-694c47444                                                             Job was active longer than specified deadline
trivy-system    56m         Normal    SuccessfulDelete       job/node-collector-694c47444                                                             Deleted pod: node-collector-694c47444-hsdhh
trivy-system    55m         Normal    SuccessfulCreate       job/node-collector-694c47444                                                             Created pod: node-collector-694c47444-227fd
kubescape       53m         Normal    SuccessfulCreate       job/kubescape-exporter-29595720                                                          Created pod: kubescape-exporter-29595720-trg4r
logging         53m         Normal    SuccessfulCreate       job/trivy-elk-exporter-29595720                                                          Created pod: trivy-elk-exporter-29595720-shrgc
logging         53m         Normal    AddedInterface         pod/trivy-elk-exporter-29595720-shrgc                                                    Add eth0 [192.168.109.101/32] from k8s-pod-network
trivy-system    53m         Warning   DeadlineExceeded       job/scan-vulnerabilityreport-8585759d76                                                  Job was active longer than specified deadline
trivy-system    53m         Normal    SuccessfulDelete       job/scan-vulnerabilityreport-8585759d76                                                  Deleted pod: scan-vulnerabilityreport-8585759d76-bxrqt
trivy-system    52m         Normal    SuccessfulDelete       job/scan-vulnerabilityreport-c7b79b858                                                   Deleted pod: scan-vulnerabilityreport-c7b79b858-5cqj8
trivy-system    52m         Warning   DeadlineExceeded       job/scan-vulnerabilityreport-c7b79b858                                                   Job was active longer than specified deadline
trivy-system    52m         Normal    SuccessfulCreate       job/scan-vulnerabilityreport-649c4d6ddb                                                  Created pod: scan-vulnerabilityreport-649c4d6ddb-b7n8q
trivy-system    52m         Normal    SuccessfulCreate       job/scan-vulnerabilityreport-67c5cf994                                                   Created pod: scan-vulnerabilityreport-67c5cf994-lgwts
logging         51m         Normal    Pulled                 pod/trivy-elk-exporter-29595720-shrgc                                                    Container image "alpine:3.19" already present on machine
logging         51m         Normal    Created                pod/trivy-elk-exporter-29595720-shrgc                                                    Created container exporter
logging         51m         Normal    Started                pod/trivy-elk-exporter-29595720-shrgc                                                    Started container exporter
kubescape       48m         Normal    SuccessfulCreate       job/kubescape-exporter-29595725                                                          Created pod: kubescape-exporter-29595725-ckl8n
logging         48m         Warning   BackOff                pod/trivy-elk-exporter-29595720-shrgc                                                    Back-off restarting failed container exporter in pod trivy-elk-exporter-29595720-shrgc_logging(c2ee04c6-90aa-41f4-ad03-1258267a0d93)
logging         46m         Normal    SuccessfulDelete       job/trivy-elk-exporter-29595720                                                          Deleted pod: trivy-elk-exporter-29595720-shrgc
logging         46m         Normal    SawCompletedJob        cronjob/trivy-elk-exporter                                                               Saw completed job: trivy-elk-exporter-29595720, status: Failed
logging         46m         Normal    SuccessfulDelete       cronjob/trivy-elk-exporter                                                               Deleted job trivy-elk-exporter-29595690
logging         46m         Warning   BackoffLimitExceeded   job/trivy-elk-exporter-29595720                                                          Job has reached the specified backoff limit
kube-system     46m         Warning   Unhealthy              pod/kube-apiserver-k8s-master                                                            Readiness probe failed: HTTP probe failed with statuscode: 500
trivy-system    45m         Normal    SuccessfulDelete       job/node-collector-694c47444                                                             Deleted pod: node-collector-694c47444-227fd
trivy-system    45m         Warning   DeadlineExceeded       job/node-collector-694c47444                                                             Job was active longer than specified deadline
trivy-system    45m         Normal    SuccessfulCreate       job/node-collector-694c47444                                                             Created pod: node-collector-694c47444-4hqw6
logging         43m         Normal    SuccessfulCreate       job/trivy-elk-exporter-29595730                                                          Created pod: trivy-elk-exporter-29595730-qt457
kubescape       43m         Normal    SuccessfulCreate       job/kubescape-exporter-29595730                                                          Created pod: kubescape-exporter-29595730-28r7g
logging         43m         Normal    AddedInterface         pod/trivy-elk-exporter-29595730-qt457                                                    Add eth0 [192.168.109.82/32] from k8s-pod-network
trivy-system    42m         Warning   DeadlineExceeded       job/scan-vulnerabilityreport-649c4d6ddb                                                  Job was active longer than specified deadline
trivy-system    42m         Normal    SuccessfulDelete       job/scan-vulnerabilityreport-649c4d6ddb                                                  Deleted pod: scan-vulnerabilityreport-649c4d6ddb-b7n8q
trivy-system    42m         Normal    SuccessfulDelete       job/scan-vulnerabilityreport-67c5cf994                                                   Deleted pod: scan-vulnerabilityreport-67c5cf994-lgwts
trivy-system    42m         Warning   DeadlineExceeded       job/scan-vulnerabilityreport-67c5cf994                                                   Job was active longer than specified deadline
trivy-system    42m         Normal    SuccessfulCreate       job/scan-vulnerabilityreport-77f79dcdbf                                                  Created pod: scan-vulnerabilityreport-77f79dcdbf-zvkv2
trivy-system    42m         Normal    SuccessfulCreate       job/scan-vulnerabilityreport-77f7dd7f54                                                  Created pod: scan-vulnerabilityreport-77f7dd7f54-tm62v
logging         41m         Normal    Created                pod/trivy-elk-exporter-29595730-qt457                                                    Created container exporter
logging         41m         Normal    Pulled                 pod/trivy-elk-exporter-29595730-qt457                                                    Container image "alpine:3.19" already present on machine
logging         41m         Normal    Started                pod/trivy-elk-exporter-29595730-qt457                                                    Started container exporter
kubescape       38m         Normal    SuccessfulCreate       job/kubescape-exporter-29595735                                                          Created pod: kubescape-exporter-29595735-wbn76
logging         38m         Warning   BackOff                pod/trivy-elk-exporter-29595730-qt457                                                    Back-off restarting failed container exporter in pod trivy-elk-exporter-29595730-qt457_logging(6a8721e7-a935-4474-9742-1a0eb0545897)
logging         36m         Normal    SuccessfulDelete       job/trivy-elk-exporter-29595730                                                          Deleted pod: trivy-elk-exporter-29595730-qt457
logging         36m         Normal    SawCompletedJob        cronjob/trivy-elk-exporter                                                               Saw completed job: trivy-elk-exporter-29595730, status: Failed
logging         36m         Warning   BackoffLimitExceeded   job/trivy-elk-exporter-29595730                                                          Job has reached the specified backoff limit
logging         36m         Normal    SuccessfulDelete       cronjob/trivy-elk-exporter                                                               Deleted job trivy-elk-exporter-29595700
trivy-system    35m         Normal    SuccessfulDelete       job/node-collector-694c47444                                                             Deleted pod: node-collector-694c47444-4hqw6
trivy-system    35m         Warning   DeadlineExceeded       job/node-collector-694c47444                                                             Job was active longer than specified deadline
trivy-system    35m         Normal    SuccessfulCreate       job/node-collector-694c47444                                                             Created pod: node-collector-694c47444-t4t5p
logging         33m         Normal    SuccessfulCreate       job/trivy-elk-exporter-29595740                                                          Created pod: trivy-elk-exporter-29595740-d8nx7
kubescape       33m         Normal    SuccessfulCreate       job/kubescape-exporter-29595740                                                          Created pod: kubescape-exporter-29595740-2n28f
logging         33m         Normal    AddedInterface         pod/trivy-elk-exporter-29595740-d8nx7                                                    Add eth0 [192.168.109.87/32] from k8s-pod-network
trivy-system    32m         Normal    SuccessfulDelete       job/scan-vulnerabilityreport-77f7dd7f54                                                  Deleted pod: scan-vulnerabilityreport-77f7dd7f54-tm62v
trivy-system    32m         Warning   DeadlineExceeded       job/scan-vulnerabilityreport-77f79dcdbf                                                  Job was active longer than specified deadline
trivy-system    32m         Normal    SuccessfulDelete       job/scan-vulnerabilityreport-77f79dcdbf                                                  Deleted pod: scan-vulnerabilityreport-77f79dcdbf-zvkv2
trivy-system    32m         Warning   DeadlineExceeded       job/scan-vulnerabilityreport-77f7dd7f54                                                  Job was active longer than specified deadline
trivy-system    32m         Normal    SuccessfulCreate       job/scan-vulnerabilityreport-654f4f6d7f                                                  Created pod: scan-vulnerabilityreport-654f4f6d7f-g2t88
trivy-system    32m         Normal    SuccessfulCreate       job/scan-vulnerabilityreport-7c9ddd97bf                                                  Created pod: scan-vulnerabilityreport-7c9ddd97bf-fg65z
trivy-system    32m         Normal    SuccessfulCreate       job/scan-vulnerabilityreport-f8bcff7cd                                                   Created pod: scan-vulnerabilityreport-f8bcff7cd-vqtxj
logging         31m         Normal    Created                pod/trivy-elk-exporter-29595740-d8nx7                                                    Created container exporter
logging         31m         Normal    Pulled                 pod/trivy-elk-exporter-29595740-d8nx7                                                    Container image "alpine:3.19" already present on machine
logging         31m         Normal    Started                pod/trivy-elk-exporter-29595740-d8nx7                                                    Started container exporter
